,word1,word2,prediction
1430,slave,worker,-0.0006392294890247285
1431,sleeping,waking,-0.0007192813791334629
1432,small,valley,-0.0006320046377368271
1433,small,village,-0.0008268319652415812
1434,smile,time,-0.000780617177952081
1435,smile,view,-0.0015215784078463912
1436,smile,walk,-0.0005649339873343706
1437,smoking,sunny,-0.0006322649423964322
1438,snap,touch,-0.0010071761207655072
1439,sock,stocking,-0.0018801820697262883
1440,solstice,summer,-0.002808881690725684
1441,song,vocal,-0.0005660321330651641
1442,speech,word,-0.0005716420710086823
1443,spin,sweat,-0.0015078447759151459
1444,spiral,staircase,-0.0008305321680381894
1445,spread,spread,-0.0
1446,square,town,-0.0008485726430080831
1447,stamp,weave,-0.0008039454696699977
1448,stand,tear,-0.0007764812908135355
1449,stand,walk,-0.0006001571309752762
1450,star,star,-0.0
1451,star,storm,-0.0007994628394953907
1452,steel,wing,-0.000715088564902544
1453,step,travel,-0.0006627661059610546
1454,step,walk,-0.0004883897490799427
1455,step,wind,-0.0006517510046251118
1456,sticker,track,-0.0019178214715793729
1457,stock,stock,-0.0
1458,storm,thunderstorm,-0.0020319854374974966
1459,straight,stretch,-0.000659156299661845
1460,strains,trouble,-0.0007370009552687407
1461,stream,waterfall,-0.0007281031575985253
1462,stripe,train,-0.0007486366666853428
1463,stripe,violet,-0.0006025213515385985
1464,subway,underground,-0.0006463371682912111
1465,subway,valentine,-0.000698853109497577
1466,sun,sun,-0.0
1467,sun,sunburst,-0.0027558167930692434
1468,sun,sunlight,-0.00045379926450550556
1469,sun,sunshine,-0.0005221918690949678
1470,sunlight,thriller,-0.0008742446661926806
1471,sunny,weather,-0.000969407323282212
1472,sunny,wet,-0.0007180890534073114
1473,sunshine,weather,-0.0009428348275832832
1474,support,trace,-0.0008461701218038797
1475,surface,territory,-0.0012923423200845718
1476,surfer,wave,-0.0011801536893472075
1477,tall,wool,-0.0007845769287087023
1478,tenure,term,-0.0004899433115497231
1479,thing,thing,-0.0
1480,ticket,writing,-0.000814596307463944
1481,tops,tops,-0.0
1482,touch,upset,-0.0009472875390201807
1483,tour,travel,-0.0008036608342081308
1484,traffic,traffic,-0.0
1485,train,train,-0.0
1486,travel,travel,-0.0
1487,travel,wandering,-0.0006362046697176993
1488,tunnel,underground,-0.0006289880839176476
1489,type,write,-0.0008793830056674778
1490,valley,village,-0.0006801359122619033
1491,van,vine,-0.0006421688012778759
1492,violet,white,-0.0005147986812517047
1493,violet,yellow,-0.0004894695593975484
1494,washer,worker,-0.001789077534340322
1495,water,water,-0.0
1496,ways,ways,-0.0
1497,weather,winter,-0.0007331229280680418
1498,wednesday,weekday,-0.0007414381252601743
1499,word,word,-0.0
